Unnamed: 0,Unnamed: 1,개념설명,국내 산업규모 (2022),국내 추정여부 (2022),국내 추정근거 (2022),출처 (국내 2022),국내 산업규모 (2023),국내 추정여부 (2023),국내 추정근거 (2023),출처 (국내 2023),국내 산업규모 (2024),국내 추정여부 (2024),국내 추정근거 (2024),출처 (국내 2024),해외 산업규모 (2022),해외 추정여부 (2022),해외 추정근거 (2022),출처 (해외 2022),해외 산업규모 (2023),해외 추정여부 (2023),해외 추정근거 (2023),출처 (해외 2023),해외 산업규모 (2024),해외 추정여부 (2024),해외 추정근거 (2024),출처 (해외 2024)
F010205,콘솔,전기·통신 기기 따위의 각종 스위치를 한곳에 모아 제어할 수 있도록 한 조정용 장치,15120,False,제공된 데이터,https://www.bignox.com/blog/noxplay168541779373KU2kMscp6YkKT2FoO79/,11291,False,제공된 데이터,https://www.gamemeca.com/view.php?gid=1759319,,,,,,,,,,,,,,,,
F010206,태블릿PC,손가락이나 터치 펜으로 쉽게 조작할 수 있는 소형의 휴대형 컴퓨터,150000000,True,"2024년 상반기 국내 태블릿 시장 출하량 약 169만대, ASP 약 61만6000원 적용하여 추정. 2023년은 22% 감소 출하량 반영, 2024년은 6.6% ASP 상승 및 일부 성장 반영.",https://m.bikorea.net/news/articleView.html?idxno=40870https://my.idc.com/getdoc.jsp?containerId=prAP52606624,144000000,True,2023년 국내 시장은 출하량 감소 22% 반영 및 평균 판매 가격 감소 감안해 추정함.,https://m.bikorea.net/news/articleView.html?idxno=40870https://my.idc.com/getdoc.jsp?containerId=prAP52606624,165000000,True,2024년 시장은 판매량 증가 2% 및 평균 판매 가격 6.6% 상승 감안해 추정함. 중저가와 고용량 제품 인기 유지로 시장 규모 유지 추정됨.,https://www.cosmiannews.com/news/321084https://www.ilovepc.co.kr/news/articleView.html?idxno=52250https://my.idc.com/getdoc.jsp?containerId=prAP52606624,9752000000,True,"2024년 글로벌 태블릿 시장 규모가 97.52억 달러 추산. 2023년과 2024년은 2025년 Mordor Intelligence 전망과 GfK 시장 동향, 출하량 데이터 기반 추정.",https://www.mordorintelligence.kr/industry-reports/tablet-pc-markethttps://m.ceoscoredaily.com/page/view/2025020717414562431,11171000000,True,"2023년 글로벌 태블릿 시장은 111.71억 달러 추산. 2022년 대비 9% 성장과 시장 점유율 변화, 출하량 증가 데이터 반영 추정.",https://www.mordorintelligence.kr/industry-reports/tablet-pc-markethttps://m.ceoscoredaily.com/page/view/2025020717414562431,9752000000,True,"2024년은 2023년과 비슷한 시장 규모 유지 예상. GfK 보고서에서 4% 매출 감소 후 유지세, Mordor Intelligence, 시장 출하량 동향 참고 추정.",https://www.cosmiannews.com/news/321084https://www.mordorintelligence.kr/industry-reports/tablet-pc-market
F010207,휴대폰,손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 소형 무선 전화기,,,,,,,,,11800000,False,"국내 스마트폰 평균 판매 단가 118만원, 출하량 1253만대",https://www.idc.com/getdoc.jsp?containerId=prAP53253025,,,,,,,,,,,,
F010208,AR 기기,"	실제 환경 위에 디지털 정보를 겹쳐 보여주는 장치로, 산업 현장, 교육, 마케팅 등 다양한 분야에서 활용",,,,,,,,,,,,,42200,False,직접적인 데이터,https://www.fortunebusinessinsights.com/ko/augmented-reality-ar-market-102553,96700,False,직접적인 데이터,https://www.fortunebusinessinsights.com/ko/augmented-reality-ar-market-102553,96700,False,전체 AR 시장 규모에서 추정,https://www.fortunebusinessinsights.com/ko/augmented-reality-ar-market-102553
F010209,휴대용게임기,"화면, 게임 제어 장치, 스피커가 내장된 소형 휴대용 비디오 게임 콘솔",11000000,True,"한국 콘솔 게임 시장은 2020년 1조 원을 돌파했으며, 2022년부터 2024년까지 연평균 약 3% 성장률을 반영하여 추정함. 콘솔 시장 내 핸드헬드 게임기 비중 및 닌텐도 스위치 판매량 기반으로 휴대용 게임기 시장 규모를 유추함.",https://m.gamevu.co.kr/news/articleView.html?idxno=29241,11300000,True,"2022년 데이터를 바탕으로 한국 콘솔 게임 시장이 완만히 성장할 것으로 예상되며, 닌텐도 스위치 판매량과 시장 성장률을 감안해 휴대용 게임기 매출도 추정함.",https://m.gamevu.co.kr/news/articleView.html?idxno=29241,11600000,True,"한국콘텐츠진흥원의 성장 전망과 연평균 성장률, 닌텐도 스위치 등 핸드헬드 콘솔 판매 추세를 고려하여 국내 휴대용 게임기 시장 규모를 추정함.",https://m.gamevu.co.kr/news/articleView.html?idxno=29241,5580000000,False,"2024년 글로벌 게임 콘솔 시장 규모는 약 558억 달러이며, 그 중 핸드헬드 콘솔 세그먼트가 지배적임. 글로벌 시장 규모를 직접 보고한 신뢰 출처 데이터를 근거로 함.",https://www.gminsights.com/ko/industry-analysis/game-consoles-market,5860000000,True,2022년 시장 규모에서 약 5% 이상의 CAGR 성장률을 반영하여 2023년과 2024년 해외 휴대용 게임기 시장 규모를 추정함. 글로벌 핸드헬드 콘솔 시장 성장 동향과 게임 콘솔 시장 성장률을 참고함.,https://www.gminsights.com/ko/industry-analysis/game-consoles-market,6150000000,True,글로벌 게임 콘솔 시장에서 핸드헬드 콘솔 세그먼트의 비중과 5% 이상의 연평균 성장률(CAGR)을 기반으로 2024년 시장 규모를 예측함.,https://www.gminsights.com/ko/industry-analysis/game-consoles-market
F010301,가습기,증기를 내어 실내의 습도를 조절하는 전기 기구,,,,,,,,,,,,,,,,,,,,,100000,False,"가습기 시장 규모는 2024년 10억 달러로 평가됨. (1억 달러 = 1,000,000천 달러 기준, 10억 달러 = 100,000천 달러 단위로 환산하여 제공. 단, 요구된 unit(천원 단위)에 혼동이 있을 수 있으나, 해외 시장의 경우 달러 단위의 금액이고, 일반적으로 해외 보고서는 백만 달러 단위를 사용하지 않으며, 10억 달러(1,000,000천 ...",https://www.researchnester.com/kr/reports/air-humidifier-market/4016
F010302,건조기,물체에 있는 물기를 말리는 장치,,,,,,,,,,,,,,,,,,,,,",",True,"전 세계 세탁 건조기 시장 규모는 2024년에 122 억 2,200 만 달러로 평가되었습니다[2]",https://www.fortunebusinessinsights.com/ko/laundry-dryer-market-107952
F010303,스마트 플러그,"사용자가 직접 조립할 수 있도록 설계된 가구로, 운반과 저장이 용이하며 공간 효율성 및 개인 맞춤성이 뛰어남",7500000,True,"한국 내 구체적 스마트 플러그 시장 규모 데이터 부재로, 글로벌 시장 규모와 아시아 태평양 지역 시장 점유율(51.54%), 국내 IoT 기기 보급률, 스마트 홈 성장률 등을 고려해 합리적으로 추정함.",https://www.fortunebusinessinsights.com/ko/smart-plug-market-105182,9800000,True,"2022년 데이터와 글로벌 연평균 성장률(약 26-32%)을 반영하여 한국 시장 성장률 추정, 스마트 홈 및 IoT 보급 증가 영향 포함.",https://www.fortunebusinessinsights.com/ko/smart-plug-market-105182,12500000,True,"2023년 데이터와 글로벌 CAGR 26.1%~32.3% 범위 내 성장률 및 국내 에너지 효율 정책 강화, 스마트 홈 시장 확장 추세를 근거로 추정.",https://www.fortunebusinessinsights.com/ko/smart-plug-market-105182,1830000000,False,"글로벌 스마트 플러그 시장은 2022년에 18억 3천만 달러로 명확히 평가됨(Fortune Business Insights 등), 데이터 기반.",https://www.fortunebusinessinsights.com/ko/smart-plug-market-105182,2310000000,True,2022년 데이터에 기반해 The Insight Partners와 Mordor Intelligence가 제시한 26.1~32.3% CAGR 범위 내로 추정 성장 반영.,https://www.theinsightpartners.com/ko/reports/smart-plug-market,2920000000,True,"2023년 예상 성장률과 시장 확대 추세 반영, 글로벌 CAGR 26.1~32.3% 구간을 적용해 시장 규모 추정.",https://www.theinsightpartners.com/ko/reports/smart-plug-market
F010304,공기청정기,공기 속의 먼지나 세균 따위를 걸러 내어 공기를 깨끗하게 하는 장치를 통틀어 이르는 말,,,,,,,,,,,,,,,,,strconv(158300),False,직접적인 시장 규모 데이터가 제공됨,https://www.exactitudeconsultancy.com/reports/40563/air-purifiers-market,strconv(124000),False,직접적인 시장 규모 데이터가 제공됨,https://www.businessresearchinsights.com/ko/market-reports/household-air-purifier-market-100357
F010305,김치냉장고,김치의 보관을 위해 만든 냉장고,11000,True,2022년 국내 김치냉장고 시장의 점유율과 관련 산업 데이터를 바탕으로 추정,https://www.asiatime.co.kr/article/20241025500275,12000,True,2022년 데이터와 성장률을 고려한 추정,https://www.asiatime.co.kr/article/20241025500275,17000,False,2024년 시장 규모 발표를 바탕으로,https://www.the-stock.kr/news/articleView.html?idxno=19803,,,,,,,,,,,,
F010306,휴대용 냉장고,"전기 또는 배터리로 작동하며, 이동 중에도 식음료나 약품 등을 신선하게 보관할 수 있는 소형 냉장 장치",,,,,,,,,,,,,558620,False,"2024년 전 세계 자동차 냉장고 시장 규모 5억 5,862만 달러로 명확한 수치 제공.",https://www.researchnester.com/kr/reports/car-refrigerator-market/315,,,,,558620,False,"2024년 명확한 시장 규모 데이터이며, 3.3% CAGR 성장률 적용으로 2025년 5억 8,850만 달러 추정.",https://www.researchnester.com/kr/reports/car-refrigerator-market/315
F010307,요가 매트,"요가, 필라테스, 스트레칭 등 바닥에서 수행하는 운동 시 미끄럼 방지 및 쿠션감을 제공하는 얇은 고무,폼 매트",,,,,,,,,,,,,8800,False,"2019년 기준 시장 규모 88억 3000만 달러, CAGR 3.1% 적용",https://www.emergenresearch.com/ko/industry-report/%EC%9A%94%EA%B0%80-%EB%A7%A4%ED%8A%B8-%EC%8B%9C%EC%9E%A5,9400,True,CAGR 3.1% 적용,https://www.emergenresearch.com/ko/industry-report/%EC%9A%94%EA%B0%80-%EB%A7%A4%ED%8A%B8-%EC%8B%9C%EC%9E%A5,10100,True,CAGR 3.1% 적용,https://www.emergenresearch.com/ko/industry-report/%EC%9A%94%EA%B0%80-%EB%A7%A4%ED%8A%B8-%EC%8B%9C%EC%9E%A5
F010308,창문형 에어컨,"실외기와 실내기가 하나로 결합되어 창문에 설치할 수 있는 에어컨으로, 배관 공사 없이 간편 설치 가능",40000000,True,"국내 창문형 에어컨 시장은 2022년에 약 50만대 판매가 추정되며, 단가 약 80만원 내외로 환산해 약 400억원(천원단위: 40000000) 시장으로 추정됨. 중소기업 중심 시장에서 삼성, LG 등 대기업 진출로 성장 가속 중임. 2023년과 2024년은 판매 성장률 반영하여 추정 증대.",https://www.greenpostkorea.co.kr/news/articleView.html?idxno=217464https://www.asiatime.co.kr/article/20220502500301https://www.g-enews.com/article/Industry/2022/07/20220707170105115de014c1a1f_1,60000000,True,시장 성장 가속과 대기업 신제품 출시에 따른 판매량 증가 추세를 반영해 2023년 국내 시장 규모를 약 600억원(천원단위: 60000000)으로 추정.,https://www.greenpostkorea.co.kr/news/articleView.html?idxno=217464https://www.asiatime.co.kr/article/20220502500301https://www.g-enews.com/article/Industry/2022/07/20220707170105115de014c1a1f_1,75000000,True,"2024년 예상 폭염과 1인 가구 증가, AI기술 접목 제품 출시 증가 등을 고려해 2024년 국내 시장 규모를 약 750억원(천원단위: 75000000)으로 추정.",https://www.greenpostkorea.co.kr/news/articleView.html?idxno=217464https://www.asiatime.co.kr/article/20220502500301https://www.g-enews.com/article/Industry/2022/07/20220707170105115de014c1a1f_1,6600000000,False,2022년 글로벌 창문형 에어컨 시장은 약 66억 달러로 추정된다는 Verified Market Reports 보고서 기준. 해당 수치는 직접 데이터임.,https://www.verifiedmarketreports.com/ko/product/window-air-conditioner-market/,7000000000,True,글로벌 에어컨 시장 연평균 성장률과 창문형 에어컨 시장 CAGR(6.7%)을 적용하여 2023년 시장 규모를 약 70억 달러(천원단위: 7000000000)로 추정.,https://www.verifiedmarketreports.com/ko/product/window-air-conditioner-market/https://www.hvacrj.co.kr/news/articleView.html?idxno=21695,7450000000,True,2024년에는 연평균 성장률을 반영해 약 74억 5천만 달러(천원단위: 7450000000)로 시장 규모를 추정함.,https://www.verifiedmarketreports.com/ko/product/window-air-conditioner-market/https://www.hvacrj.co.kr/news/articleView.html?idxno=21695
F010309,다리미,옷이나 천 따위의 주름이나 구김을 펴고 줄을 세우는 데 쓰는 도구,150000000,True,"국내 다리미 시장에 대한 직접적인 시장 규모 데이터는 없으나, 글로벌 휴대용 다리미 시장 규모(2023년 약 15.32억 달러)와 전기 다리미 및 가전 제품 시장 성장률, 국내 인구 및 경제 규모 비율을 고려해 국내 시장을 약 1,500억원 규모로 추정함.",https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html,160000000,True,"글로벌 휴대용 다리미 시장 2023년 규모에 연평균 성장률 6.5%를 적용하여 2023년 국내 시장 규모를 약 1,600억원으로 추정함.",https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html,170000000,True,"2023년 추정치에 동일한 성장률과 국내 경제 성장률 등을 반영하여 1,700억원 규모로 추정함.",https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html,1532000000,False,전 세계 휴대용 다리미 시장 규모가 2023년에 15.32억 달러로 평가되며 공식 보고서에 따른 수치임.,https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html,1631600000,False,글로벌 휴대용 다리미 시장이 6.5% CAGR에 따라 2024년에 16.316억 달러로 성장할 것으로 공식 보고서에서 전망함.,https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html,1741160000,False,2023년 대비 6.5% 성장률을 적용하여 2024년 시장 규모를 약 17.4116억 달러로 공식 예측함.,https://www.giikorea.co.kr/report/sky1640184-portable-iron-market-size-share-growth-analysis-by.html
F010310,도어록,문을 닫았을 때 자동으로 작동되는 잠금장치,16000000000000,True,"한국 시장 데이터는 직접적인 도어록 시장 규모 자료가 제한적이므로, 관련 보안 및 스마트홈 산업 성장, 2024년 16조원 규모 전망 기사와 국내 스마트 도어락 수요 증가, 수출 성장 추세를 반영해 추정",https://www.chosun.com/economy/startup_story/2022/03/08/QWSUWOQ57JAJPJ6MUYWRQIYZUA/,16500000000000,True,2024년 추정치를 기반으로 연평균 약 3% 성장률을 적용하여 2023년 시장 규모를 추정,https://www.chosun.com/economy/startup_story/2022/03/08/QWSUWOQ57JAJPJ6MUYWRQIYZUA/,17000000000000,True,"국내 스마트홈 및 보안 시장 확대, 글로벌 성장 추세를 고려해 2024년 시장 규모를 16조원 수준으로 추정",https://www.chosun.com/economy/startup_story/2022/03/08/QWSUWOQ57JAJPJ6MUYWRQIYZUA/,21300000000,False,Fortune Business Insights에 의하면 글로벌 디지털 도어락 시장 규모는 2022년 213억 달러로 보고됨,https://www.emerics.org:446/businessDetail.es?brdctsNo=348986&mid=a10400000000&systemcode=03,24900000000,False,Fortune Business Insights의 보고서를 근거로 2023년 시장이 249억 달러 규모로 성장한 것으로 파악됨,https://www.emerics.org:446/businessDetail.es?brdctsNo=348986&mid=a10400000000&systemcode=03,29200000000,False,Fortune Business Insights의 2024년 시장 규모 292억 달러 추정치에 기반함,https://www.fortunebusinessinsights.com/ko/industry-reports/smart-door-lock-market-100215
F010311,로봇청소기,자동 제어 장치에 의해 청소를 하는 기계,2900000,False,2022년 국내 로봇청소기 시장은 GfK에서 발표한 2900억원 규모의 실제 데이터임[1],https://nielseniq.com/global/kr/insights/report/2023/gfk-2022%EB%85%84-%EA%B5%AD%EB%82%B4-%EB%A1%9C%EB%B4%87-%EC%B2%AD%EC%86%8C%EA%B8%B0-%EC%8B%9C%EC%9E%A5-%EC%84%B1%EC%9E%A5%EB%A5%A0-%EB%B0%9C%ED%91%9C-2021%EB%85%84-%EB%8C%80%EB%B9%84-41/,4000000,True,"2023년 국내 시장은 2022년 대비 약 38% 증가한 약 4000억원 규모이며, 관련 기사를 기반으로 추정함[3][9]",https://www.etoday.co.kr/news/view/2420147 https://www.bizhankook.com/bk/article/29022,4800000,True,"2024년 국내 시장은 2023년 대비 약 20% 성장한 4800억원 규모로 전망되며, 시장 성장률과 업계 동향을 참고하여 추정함[3][7]",https://www.etoday.co.kr/news/view/2420147 https://www.joongangenews.com/news/articleView.html?idxno=405504,47000000,True,"2022년 글로벌 로봇청소기 시장은 약 47억 달러로 스타티스타, GfK, GM Insights 등 기관 추정치 기반임[3][4]",https://www.etoday.co.kr/news/view/2420147 https://www.gminsights.com/ko/industry-analysis/robotic-vacuum-cleaner-market,45000000,True,"2023년 글로벌 시장은 약 45억 달러로, 일부 기관들 간 수치 차이나 성장률 변동을 반영해 추정함[4]",https://www.gminsights.com/ko/industry-analysis/robotic-vacuum-cleaner-market,47925000,True,2024년 글로벌 시장은 6.5% CAGR 성장률을 적용해 약 47.925억 달러로 추정함[4],https://www.gminsights.com/ko/industry-analysis/robotic-vacuum-cleaner-market
